,vulnName,changeset,CVE,BID,BugzillaOpendate,reporttime,patchrelease
225,765139,5b77d71ed927 dd68ba7da9a6 f8cd8c7c1be7,CVE-2012-1954,54578,2012-06-14,2012-07-17,2012-07-17
226,765179,cebbfb5c0e02 cbe259c0ba18 dc053a16a5d9 25409d56dde5 1a95b498abe3 61d6118ed89d,CVE-2012-1949,54580,2012-06-15,2012-07-17,2012-07-17
227,765218,c236ae57cfa7 b53694136351 e4a090cefc6b,CVE-2012-1953,54578,2012-06-15,2012-07-17,2012-07-17
228,765527,573c753b7bc8 e7bcf3d49761,CVE-2012-3994,56118,2012-06-16,2012-10-09,2012-10-09
229,765621,91eca1cb35ac e016faeb6b15 592da114f138 e97453246c7d,CVE-2012-3995,56136,2012-06-17,2012-10-09,2012-10-09
230,765936,03c5347327d8 5c49f5a87e9e,CVE-2012-1971,55264,2012-06-18,2012-08-28,2012-08-28
231,766018,da7795985d8f a52296e14e00 84241548fe12,CVE-2012-1949,54580,2012-06-18,2012-07-17,2012-07-17
232,767778,098fbc184428 f87cba6f0581,CVE-2012-1963,54582,2012-06-24,2012-07-17,2012-07-17
233,768313,c20386dc1219,CVE-2012-3983,56145,2012-06-25,2012-10-09,2012-10-09
234,768750,c6b6895b0db6 bd7cf3e4c57f,CVE-2013-0770,57185,2012-06-26,2013-01-08,2013-01-08
235,769120,ac791df49d0a b5e5f22f5454 e9f6200f421a 5e98f9f3f9cb,CVE-2012-3962,55342,2012-06-27,2012-08-28,2012-08-28
236,769265,b3ee916d45c3 a3391345c86a,CVE-2012-3979,55344,2012-06-28,2012-08-28,2012-08-28
237,769303,6bc8cb05a871 357de24b8abc 340db7fd3e4d 647a14077a3e,CVE-2012-1974,55317,2012-06-28,2012-08-28,2012-08-28
238,770429,6d8456a77e57 6f118ea66b73 c7db519aae8c,CVE-2012-3978,55306,2012-07-03,2012-08-28,2012-08-28
239,770684,15f4ed9607b3 029cd9d5d85f,CVE-2012-3975,55311,2012-07-03,2012-08-28,2012-08-28
240,771942,6bf0c1bcdba1 8d59b8f96c24,CVE-2013-0788,58819,2012-07-08,2013-04-02,2013-04-02
241,771976,1dfcb36d7c17 33bece9dee65 2ae7d777b815 21c98ae5fc42 12d5f596e431,CVE-2012-3960,55325,2012-07-08,2012-08-28,2012-08-28
242,771994,a67b71ac0ba7 0c9df0afa02e 6795c18e6b6c,CVE-2012-3959,55324,2012-07-09,2012-08-28,2012-08-28
243,772282,26b9d20710ea ecda4431d2be 0d510b2d60bb,CVE-2012-1948,54580,2012-07-09,2012-07-17,2012-07-17
244,773097,ccbcf3438328 c45599eff49f fe13653f05ec,CVE-2012-1971,55264,2012-07-11,2012-08-28,2012-08-28
245,773207,9155a5c01de6 9004df40d089,CVE-2012-1973,55316,2012-07-12,2012-08-28,2012-08-28
246,774548,0842d651cfa8 a989cf247c69 5d5f3c4cd2d7,CVE-2012-3957,55341,2012-07-16,2012-08-28,2012-08-28
247,774953,d29b79c37f86,CVE-2012-5843,,2012-07-17,2012-11-21,2012-11-20
248,775009,7ef5b8b2c2c7 b431f498a9ba a3fa0ab85787 2269e70e9ec1,CVE-2012-3992,56128,2012-07-18,2012-10-09,2012-10-09
249,775228,1a97b903917f 114614cc6263 b90097a37788,CVE-2012-5830,56641,2012-07-18,2012-11-20,2012-11-20
250,775793,673c2c03067a 76745d7889ef fe4c021dd904,CVE-2012-3966,55274,2012-07-19,2012-08-28,2012-08-28
251,775794,5bd9db1381a6 e328a4f6d4dc 94b439f3d2d0,CVE-2012-3966,55274,2012-07-19,2012-08-28,2012-08-28
252,776213,ec5a657c9751 01df340dc8f5 65ea8794479f,CVE-2012-1976,55319,2012-07-20,2012-08-28,2012-08-28
253,777028,8bf32bc47aa2 249175dc7f8a 9a89e396e7cd 43237bc782d7,CVE-2012-3967,55277,2012-07-24,2012-08-28,2012-08-28
254,777578,90c5ff78ac36 01dee641a05e 6f27ba134939,CVE-2012-1975,,2012-07-25,2012-08-29,2012-08-28
255,777806,a2d271ce54ff 7eb691b3ef12 d68436b2cf7d bc9dfaebe970,CVE-2012-1970,55266,2012-07-26,2012-08-28,2012-08-28
256,778765,0d1da7c6afd5 aba52cb488fa 3bb3b14f262a,CVE-2012-1970,55266,2012-07-30,2012-08-28,2012-08-28
257,779413,90b41051251c 8f7540d6e1b8 bde46e345313,CVE-2012-4930,55707,2012-07-31,2012-09-15,2012-09-18
258,779849,4f774268e674 bac4527ff910 0a2004271b21,CVE-2012-1971,55264,2012-08-02,2012-08-28,2012-08-28
259,780549,8468d858595c 58d263c1c3dc ffa57091f9fa,CVE-2013-0783,58030,2012-08-05,2013-02-19,2013-02-19
260,780712,a2398a7be210 6372bb9fb95d ac9af7f6b0d1,CVE-2012-1971,55264,2012-08-06,2012-08-28,2012-08-28
261,780778,5c2b826588d3 b1e06ca302c2,CVE-2012-5843,,2012-08-06,2012-11-21,2012-11-20
262,780979,5420af81b778,CVE-2013-0760,57185,2012-08-07,2013-01-08,2013-01-08
263,781859,0d60a2c574f4 59c1b8fe4249,CVE-2012-5843,,2012-08-10,2012-11-21,2012-11-20
264,782141,7c1dc22a0e39 a2f41b9ebdba 4baf783709af 8f291048784f,CVE-2012-3969,55292,2012-08-12,2012-08-29,2012-08-28
265,782581,f3b7d0043d91,CVE-2013-1727,62480,2012-08-14,2013-09-17,2013-09-17
266,783502,9da151b4b1c9 38bf74b400b7 51f3fe3dbd81,CVE-2012-3982,55924,2012-08-17,2012-10-09,2012-10-09
267,783867,2f60f3a4bdd7 5a76e53d11fc,CVE-2012-3989,55927,2012-08-19,2012-10-09,2012-10-09
268,784730,25766ae454f8 35eda1ce617e aeea02f63cb2,CVE-2013-0788,58819,2012-08-22,2013-04-02,2013-04-02
269,785358,3aa4a73d2a62 1dce4807ad01,CVE-2013-0749,57185,2012-08-24,2013-01-08,2013-01-08
270,785555,cebd47634810 933e1cf85511,CVE-2013-0771,57185,2012-08-24,2013-01-08,2013-01-08
271,785574,42fb32915739 08750fd53a5b 4bb760de00bc,CVE-2012-4179,56129,2012-08-24,2012-10-09,2012-10-09
272,785720,d53e36893452 0e519ec1916f 5a0a98d11dbe,CVE-2012-4180,56126,2012-08-26,2012-10-09,2012-10-09
273,785753,d85b064039fc 5e5d1e9a4a76 1dd7f8d9061d 4a4ec8fa0cf4,CVE-2012-4185,56127,2012-08-26,2012-10-09,2012-10-09
274,785967,0eebcc79ee05 e101e4c1dcf8 8fbe6ae6f69a,CVE-2012-4186,56135,2012-08-27,2012-10-09,2012-10-09
275,786111,ff4523236513 a350051a9ea4 15ec1bee28e6,CVE-2012-4181,,2012-08-27,2012-10-10,2012-10-09
276,786142,ff3cf0d570a8 6a38038d6c58 61cd70433751 46a7a1ccbfa0,CVE-2012-4212,56630,2012-08-27,2012-11-20,2012-11-20
277,787493,7748dba7f579 01d038d3d45c 77f02bc310f4,CVE-2012-4187,56125,2012-08-31,2012-10-09,2012-10-09
278,787704,f8d30ea0974c 33c5c2cccda3 94f34cf9dac0,CVE-2012-3990,56131,2012-09-01,2012-10-09,2012-10-09
279,787722,260d140d627b 61448a0d9102 1558d08cec66,CVE-2012-4188,56123,2012-09-01,2012-10-09,2012-10-09
280,787818,094819a5ee7a 9e7aeb6be40a f182ead52cd9,CVE-2013-0770,57185,2012-09-02,2013-01-08,2013-01-08
281,787831,519848fd5eaa 0d1e247c4dae 2a2c5e00b5f6,CVE-2013-0761,57185,2012-09-02,2013-01-08,2013-01-08
282,788950,d4c559278e6d c975fa69355f 08498350164d,CVE-2012-4182,56121,2012-09-05,2012-10-10,2012-10-09
283,788959,667a3f65df08 caaefcf4754b aa46594c0d2f f76346c5aa0b,CVE-2013-0762,57185,2012-09-06,2013-01-08,2013-01-08
284,789075,9fd563bfcf50 d6dae702f67e fe7f775dc2d7,CVE-2012-5843,,2012-09-06,2012-11-21,2012-11-20
285,790139,acd25563db2f bf4ea2d4dd97 10eed4e3cfd2,CVE-2012-4190,56151,2012-09-10,2012-10-11,2012-10-11
286,790454,34137da41cbb 91bc264379f9,CVE-2013-0751,57185,2012-09-11,2013-01-08,2013-01-08
287,790856,48c4938eaf57 c039da3793f7 5013b57e5c40,CVE-2012-3982,55924,2012-09-12,2012-10-09,2012-10-09
288,790865,6852b4928efa 285474e7e7f0 5aab8875d036,CVE-2012-3983,56145,2012-09-12,2012-10-09,2012-10-09
289,790879,3e9d3ac81cb0 a2e5cf7fb98e,CVE-2012-5835,56643,2012-09-13,2012-11-20,2012-11-20
290,791601,cfaa2e423b1f 1d8ff0faf0fa 7f450abfd318,CVE-2012-5843,,2012-09-16,2012-11-21,2012-11-20
291,791905,3d81919584ff 97d5b2b09fb8,CVE-2013-0763,57185,2012-09-17,2013-01-08,2013-01-08
292,793253,415f11a2bb1a 3d5ad9d84bf3,CVE-2012-5843,,2012-09-21,2012-11-21,2012-11-20
293,793848,eb0da62e1348 ae051b7f7e4e dcc60baeca75 e77259feea47,CVE-2012-5842,56611,2012-09-24,2012-11-20,2012-11-20
294,794025,a51d9ab333b9 f8daf97f682b 66f30e40a741 0b6fd624e847,CVE-2012-3982,55924,2012-09-25,2012-10-09,2012-10-09
295,794158,f42a83257653 16b6f2a69aa5 d5d2616868fc c0833cabec9a,CVE-2013-0745,57185,2012-09-25,2013-01-08,2013-01-08
296,794426,9f30fd422239 db3784061663 840dcbc2239a 8fc480e6cfdc,CVE-2013-0749,57185,2012-09-26,2013-01-08,2013-01-08
297,795281,b4d95f422871 45ac7cb40b47 053399d34cf8,CVE-2012-5843,,2012-09-28,2012-11-21,2012-11-20
298,795284,24b61485c945,CVE-2013-0770,57185,2012-09-28,2013-01-08,2013-01-08
299,795708,1d2cb3aeb1ac 36fc2ed0f132 8b18f841126d,CVE-2012-4213,56638,2012-09-30,2012-11-20,2012-11-20
300,795804,ea3394d0280c 67d247b7a7ab 13bb228131cf,CVE-2012-4214,56628,2012-09-30,2012-11-20,2012-11-20
301,796475,2e17ce2c711c 771d87a4fc1a 98b7e46d372a,CVE-2013-0776,58030,2012-10-01,2013-02-19,2013-02-19
302,798045,b310e265f26c f9469bf48ff6 aff619c66f1e 5764e33f79d6 f24140f9a4d4,CVE-2012-4191,56153,2012-10-04,2012-10-11,2012-10-11
303,798264,911fd57f1db2 d178bdc3a557 a11b57d12975,CVE-2012-4208,56627,2012-10-05,2012-11-20,2012-11-20
304,798677,1c3e4cb1f754 d40cde85f396 78c9d125aef4,CVE-2012-4215,56633,2012-10-05,2012-11-20,2012-11-20
305,798678,bdf89c928543 2f193f44cb99 1e5bf398fc88 4ca5990b24d5 a771f271cf89 03d9d6422563 106c005654e5 1a0dda83a95c,CVE-2012-5843,,2012-10-05,2012-11-21,2012-11-20
306,798691,2b4de3ace7a5 45cf07ab3a5e,CVE-2013-0777,58030,2012-10-05,2013-02-19,2013-02-19
307,798853,3971148e35b2 91fce6c467dc e23d2e5ad482 1b98f5dc89b3 1b39dc8b09f2 cc4301c7695a 0fee33e84c90,CVE-2012-4216,56634,2012-10-06,2012-11-20,2012-11-20
308,798867,ac1fdaa261f2,CVE-2013-0778,58030,2012-10-07,2013-02-19,2013-02-19
309,799803,f75007880173,CVE-2013-0784,58030,2012-10-09,2013-02-19,2013-02-19
310,799907,80482a232127,CVE-2013-0784,58030,2012-10-10,2013-02-19,2013-02-19
311,801114,d1984b76a0b2,CVE-2013-0784,58030,2012-10-12,2013-02-19,2013-02-19
312,801195,ef27355903e8 fb3ea5cfb1c4 8ed96ecec370 2c2afc063586,CVE-2013-0769,57185,2012-10-12,2013-01-08,2013-01-08
313,801330,baaff43d6a16 a53185bd1aed,CVE-2013-0779,58030,2012-10-13,2013-02-19,2013-02-19
314,801366,a5c27d24d2a5 bcc9219555af dd7507d7423c,CVE-2013-0772,58030,2012-10-13,2013-02-19,2013-02-19
315,801681,f27d5d9ebef2 38784da3792d 82fddf7e0497 e3d6c1a5fa41,CVE-2012-4207,56632,2012-10-15,2012-11-20,2012-11-20
316,802168,4b3247d6507b,CVE-2012-5842,56611,2012-10-16,2012-11-20,2012-11-20
317,802778,8f0f5a7da4bc 1e01edd1a7a1 24d7bd351f8d,CVE-2012-5838,,2012-10-17,2012-11-21,2012-11-20
318,803853,c6e99da8ea9d 994fd11aab7a 6dd5bb2775a0 ac23834ccee4,CVE-2013-0766,57194,2012-10-20,2013-01-08,2013-01-08
319,803870,bd115faef0ee 193316bdc446 98579b64434a,CVE-2013-0793,58837,2012-10-20,2013-04-02,2013-04-02
320,804237,845ac67d79e6 941aae3860c5 3ac89158810f,CVE-2013-0764,57185,2012-10-22,2013-01-08,2013-01-08
321,804927,698a4b89bfca fd2e1429bf53 3118742f6ea3,CVE-2012-5839,56637,2012-10-23,2012-11-20,2012-11-20
322,805024,e9bf32419896 8e5cb1155a4c b236d7245d62,CVE-2013-0752,57185,2012-10-24,2013-01-08,2013-01-08
323,805287,c22bf15ca07c 895e866ddec3 0c946992bf3d,CVE-2012-5840,56635,2012-10-24,2012-11-20,2012-11-20
324,805294,9b495a47e51d,CVE-2013-0784,58030,2012-10-24,2013-02-19,2013-02-19
325,805745,a268b5d3166d,CVE-2013-0749,57185,2012-10-26,2013-01-08,2013-01-08
326,805807,c5a9a8bb2752 9a6bbf2b1cfc 55ba2ad75e7d c0e6ebdf3769,CVE-2012-5841,,2012-10-26,2012-11-21,2012-11-20
327,805814,7e67e86f81d6 23eb16f8bf3b 3cd3e56dd691 d78cebd0fcd4 4895b070e19d 71983f559072 2a4e468d149c 3bf8ca7f948c 756875fbb2bb,CVE-2013-0749,57185,2012-10-26,2013-01-08,2013-01-08
328,805957,e7aebe2c45ef 7d5b6fef4452 49fe7370db22,CVE-2012-5842,56611,2012-10-26,2012-11-20,2012-11-20
329,806031,718145f0d606 e65cdbf38911 1a2644048827 82e323659c9d,CVE-2013-0748,57185,2012-10-26,2013-01-08,2013-01-08
330,806483,ea8d002c4d6d 7983722abbb7,CVE-2013-0769,57185,2012-10-29,2013-01-08,2013-01-08
331,808402,56c37ce3f358 272dd16b0d95 7aecb38271b5,CVE-2013-0801,59855,2012-11-04,2013-05-14,2013-05-14
332,808481,ffcf9d812533,CVE-2013-0749,57185,2012-11-04,2013-01-08,2013-01-08
333,809652,3ba2cd25663b c3dd1c70b310 48300e0e0da8 eae731552b88 148a94419660 e30b3c95b3ba deb2580ab7cf,CVE-2013-0773,58030,2012-11-07,2013-02-19,2013-02-19
334,809674,ecc947f95662 bbe72fef7e0f,CVE-2012-5842,56611,2012-11-07,2012-11-20,2012-11-20
335,810169,d96db52bedc4 267d0c53fc6d,CVE-2013-0784,58030,2012-11-08,2013-02-19,2013-02-19
336,811382,09fa9bbbfb02 ededa1d36e34 150e0f6c311a,CVE-2013-0769,57185,2012-11-13,2013-01-08,2013-01-08
337,812161,17c5efe9eab4 6867ad072bc3 7e69a5d9d0db,CVE-2013-0767,57185,2012-11-15,2013-01-08,2013-01-08
338,812380,62d807d96900 b3e93b76c6bc,CVE-2013-0783,58030,2012-11-15,2013-02-19,2013-02-19
339,812847,18201f6cee4c 0ef0c9db3b2b 85c09d214c62 0996d275581d,CVE-2013-0749,57185,2012-11-17,2013-01-08,2013-01-08
340,812893,88df072cf29b ed2ed42808ca c99a75cf84ff fc6e52d846fb,CVE-2013-0780,58030,2012-11-18,2013-02-19,2013-02-19
341,813906,7ec124ace4cb,CVE-2013-0758,57185,2012-11-21,2013-01-08,2013-01-08
342,814026,fd8fd1a7aecd,CVE-2013-0754,57185,2012-11-21,2013-01-08,2013-01-08
343,814027,10eeae450462 7918e1e0c7b5 2955670f911b efb1e80d8f26,CVE-2013-0755,57185,2012-11-21,2013-01-08,2013-01-08
344,814407,8d394324e01c f9a5cb869c1e f537b3b6e9ef 7897f42e9865 ba70d7cad253,CVE-2013-0749,57185,2012-11-22,2013-01-08,2013-01-08
345,814552,538ec52a9156 73986f0ec459 92ebf138fc39,CVE-2013-1669,59870,2012-11-22,2013-05-14,2013-05-14
346,814713,44871c9b39d0 6b09993c15f7 9f4072d98ec5 2e6302939cef 40eef1dfd5de,CVE-2013-0744,57185,2012-11-23,2013-01-08,2013-01-08
347,814839,d5f731147e6c 3d1343748fc7 83c6a4d08feb f2fcf38b2b56,CVE-2013-0749,57185,2012-11-24,2013-01-08,2013-01-08
348,815315,aabc7c735fb0 6e5da7fd6740,CVE-2013-0789,58821,2012-11-26,2013-04-02,2013-04-02
349,815795,7457db98e2e3 bdca00e901f1 ca18191400a4 59639b84eb14,CVE-2013-0768,57185,2012-11-27,2013-01-08,2013-01-08
350,816994,746f31757355 76f0542c5ee9 8fec8a12774a a3e6bd7f9736,CVE-2013-0749,57185,2012-11-30,2013-01-08,2013-01-08
351,817841,857e8fdd2d5d,CVE-2013-0789,58821,2012-12-03,2013-04-02,2013-04-02
352,818241,944d04257592 be4da114d75f 112c12834bd7,CVE-2013-0783,58030,2012-12-04,2013-02-19,2013-02-19
353,818454,937a7c7b2767 d48d6344a9bd,CVE-2013-1676,59863,2012-12-05,2013-05-14,2013-05-14
354,821573,a23b03bf9f61,CVE-2014-8631,71560,2012-12-13,2014-12-02,2014-12-02
355,821991,8f818068da09 509d20eb2917 e0eb947a5fd6,CVE-2013-0781,58030,2012-12-15,2013-02-19,2013-02-19
356,822081,a4cbf28c4d9e c6b972226566 1c9185a7df82,CVE-2016-2836,92261,2012-12-16,2016-08-02,2016-08-02
357,822858,7ada213f01bd f77b007d48bf 3b1ce7ca16b2 3d197fdb4b98 3c6da794f5c3 e711dd161c8d,CVE-2013-0783,58030,2012-12-18,2013-02-19,2013-02-19
358,824643,4ab11d8ed73b,CVE-2013-0789,58821,2012-12-25,2013-04-02,2013-04-02
359,825697,d4f5562cbabf a2e74c936887 f8aaee7e65ea,CVE-2013-0795,58836,2012-12-31,2013-04-02,2013-04-02
360,825721,1b00533cf4ce 1003f83ebc93 f47fc0d38ede,CVE-2013-0800,58825,2012-12-31,2013-04-02,2013-04-02
361,826104,ee9dd4854dfc,CVE-2013-1669,59870,2013-01-02,2013-05-14,2013-05-14
362,826471,c31858da7548 b7ceb5f0e974 59212ae7c2e6,CVE-2013-0783,58030,2013-01-03,2013-02-19,2013-02-19
363,827070,2106f6631cd6 7363224d4799 bd76bfa6cbe6,CVE-2013-0782,58030,2013-01-05,2013-02-19,2013-02-19
364,827193,e370fc6fae8e 1903a40f342d 9461ce8b252a,CVE-2013-0774,58030,2013-01-06,2013-02-19,2013-02-19
365,827596,70c64112a171 b25ab04a5813,CVE-2013-0789,58821,2013-01-07,2013-04-02,2013-04-02
366,827687,d53d71d1c92e 52e73ebc07e4 ea3782d77355 3f9cc5d8098b 27549a1311a8 328090eddb58,CVE-2013-0784,58030,2013-01-07,2013-02-19,2013-02-19
367,827870,3975c01ee426,CVE-2013-0788,58819,2013-01-08,2013-04-02,2013-04-02
368,830134,9a08bc57d366 94b026146a99 0bffdd3704ee,CVE-2013-0797,58827,2013-01-13,2013-04-02,2013-04-02
369,830389,63453515a870 154644d5b555 799ef3ae3466,CVE-2013-1682,,2013-01-14,2013-06-25,2013-06-25
370,830399,b0c7f383f374 e700932a28bf 5a7e4960edf3,CVE-2013-0783,58030,2013-01-14,2013-02-19,2013-02-19
371,830595,fa7dc7b5ca52 5b565584a2fd,CVE-2013-0789,58821,2013-01-14,2013-04-02,2013-04-02
372,830943,64bdaa6a86cd 9db432271c1b 6624fe215f6d 608e239e0e14,CVE-2013-0784,58030,2013-01-15,2013-02-19,2013-02-19
373,830975,0a453067b5de 932c91fda1cf a75708877822,CVE-2013-0783,58030,2013-01-15,2013-02-19,2013-02-19
374,831095,2265cb7faaae e6cbd9c26842 e813a7fc3913,CVE-2013-0775,58030,2013-01-15,2013-02-19,2013-02-19
375,832162,17306ccdd8d5 bc8378e25441 d8a545b0cb29,CVE-2013-0783,58030,2013-01-17,2013-02-19,2013-02-19
376,834240,533ec27c9c33 b3b1cbcc2498 5c62ad643a61,CVE-2013-0788,58819,2013-01-24,2013-04-02,2013-04-02
377,834526,4b48effcf696,CVE-2013-1669,59870,2013-01-24,2013-05-14,2013-05-14
378,835499,979de88d617d 741f0584eb8a,CVE-2013-0789,58821,2013-01-28,2013-04-02,2013-04-02
379,837007,e553c9a0cc1d bf8667d7004d,CVE-2013-1669,59870,2013-01-31,2013-05-14,2013-05-14
380,837714,e6c86595edba,CVE-2013-0789,58821,2013-02-04,2013-04-02,2013-04-02
381,839209,4bb793ac828d 0145d8911247 3ed701c01eb2,CVE-2013-0789,58821,2013-02-07,2013-04-02,2013-04-02
382,839621,2bfaea1b9b6d 07a8701aa96a,CVE-2013-0788,58819,2013-02-08,2013-04-02,2013-04-02
383,839745,b5ca9f068320 f2038e23a282 9c5670e1683c,CVE-2013-1678,59864,2013-02-08,2013-05-14,2013-05-14
384,840098,a301aa4f3e43 e4187e42329b d72bff7df023,CVE-2013-1682,,2013-02-11,2013-06-25,2013-06-25
385,840263,979456163be1 65ce204912f1 fe0904c73e1c,CVE-2013-0788,58819,2013-02-11,2013-04-02,2013-04-02
386,840353,40b4bc5cac71 6f3311695469 7fa8722aa84a,CVE-2013-0788,58819,2013-02-11,2013-04-02,2013-04-02
387,842687,b12d2ab1a3e2 1641778f1619 3dbdde25f5f5 22d26a3e75e3 9d5f767079ec ed89526b7d3f,CVE-2013-0790,58823,2013-02-19,2013-04-02,2013-04-02
388,843434,8d7a31fbb879 e3bc8afeb76d,CVE-2013-1669,59870,2013-02-20,2013-05-14,2013-05-14
389,848237,5de9e9db23c5 4b8d157ac004 ce33c9e840c6,CVE-2013-1679,,2013-03-05,2013-05-16,2013-05-14
390,848253,1695bdfbfa8e 72f386b8c46b,CVE-2013-1709,61867,2013-03-06,2013-08-06,2013-08-06
391,848417,c8db16b10212 1c57ac120964 5b9c7be62231,CVE-2013-0799,58824,2013-03-06,2013-04-02,2013-04-02
392,848535,21356b1fc017 c43520eb66d0 6c0015af8603,CVE-2013-1694,60776,2013-03-06,2013-06-25,2013-06-25
393,848644,cddf5f75843f 989f15f6ee61 1bc54ffd7a04 0c7a6bfdfd8c,CVE-2013-0787,58391,2013-03-06,2013-03-07,2013-03-07
394,849597,905671d954c5 484d8270f47a 60f5c3392c4c,CVE-2013-0801,59855,2013-03-09,2013-05-14,2013-05-14
395,850492,3fd2c9248357 94da61a5fbf7 e9116e0abdd6,CVE-2013-1672,59872,2013-03-12,2013-05-14,2013-05-14
396,850931,5ae89578a470 4992c8267847 974d7b407fd2,CVE-2013-1680,59861,2013-03-13,2013-05-14,2013-05-14
397,851781,cd4322eb7af4 73965923ad12,CVE-2013-1681,59862,2013-03-16,2013-05-14,2013-05-14
398,851982,d1d09117491f 84855cdd91da,CVE-2013-1719,62462,2013-03-17,2013-09-17,2013-09-17
399,852923,a0448fd67f91 c3107b4bd85a 3c440715a9b2,CVE-2013-0788,58819,2013-03-20,2013-04-02,2013-04-02
400,853709,9956ea441d91 8ea262c8bb9c 4ad0a5f5f017,CVE-2013-1670,59865,2013-03-21,2013-05-14,2013-05-14
401,854001,db2babefda12 3e18a5b5257d 95c8ca26e8bb 90661ab654d7,CVE-2013-1669,59870,2013-03-22,2013-05-14,2013-05-14
402,854088,9e6fe353c9b4 08a001d51ccc 216376e201d5,CVE-2013-1673,59873,2013-03-23,2013-05-14,2013-05-14
403,854897,ba49de65e2c0 7c8d69378d3a 8440b676b1bf,CVE-2013-1719,62462,2013-03-26,2013-09-17,2013-09-17
404,855236,f74d1d6771ff f98c5b7415c6 fc0b144921d0,CVE-2013-1669,59870,2013-03-27,2013-05-14,2013-05-14
405,855331,093f7b379757,CVE-2013-1702,61875,2013-03-27,2013-08-06,2013-08-06
406,857883,b44ef132d8a9 dc923e44708f f0a92b27dccb,CVE-2013-1690,60778,2013-04-03,2013-06-25,2013-06-25
407,858101,fa45cf3568d3 7d9e1b954e7f 12653403df73 266b669dd70b de4fa126dd9f e63d4899efc0 568a6e1cc1a8 eb782cc8015d e3d25c40d9a0,CVE-2013-1697,60784,2013-04-04,2013-06-25,2013-06-25
408,859072,969ad7ca404c ecaa88184f18 f4599bd73dd8,CVE-2013-1712,61878,2013-04-07,2013-08-06,2013-08-06
409,859892,f3f9a19a57b9 b0f3b4a99461 d5d12f7343d6,CVE-2013-5591,63417,2013-04-09,2013-10-29,2013-10-29
410,860123,ae9cbeff3bc6 94b9e5c9f994 38792f737cf9,CVE-2013-5590,63415,2013-04-09,2013-10-29,2013-10-29
411,860971,9022b73d427a db999ea82b97 0373b241072e,CVE-2013-1674,59859,2013-04-11,2013-05-14,2013-05-14
412,861530,2893ed05e739,CVE-2013-1702,61875,2013-04-13,2013-08-06,2013-08-06
413,862182,11cf235a84d6 6a0618f70be6 5378db8362f5 64d208186331 50df37d5f768 e2a1e083e069,CVE-2013-1683,,2013-04-15,2013-06-25,2013-06-25
414,862185,0246c21cfc5c b064ea1f6af7 440634eef3f1,CVE-2013-1702,61875,2013-04-15,2013-08-06,2013-08-06
415,862309,a8f45cb70707 ef0168b5cf1c 5a4e14b433bc,CVE-2013-1682,,2013-04-16,2013-06-25,2013-06-25
416,863935,c4e37220caed 48bbd10759f7,CVE-2013-1719,62462,2013-04-19,2013-09-17,2013-09-17
417,864558,96509dd0406d 578fbbc87af1 6dfc0800664b,CVE-2013-0801,59855,2013-04-22,2013-05-14,2013-05-14
418,865537,0285f4360664 0d91e2d9da8d 23e6f850488d d86029bb7e41 32086e832050 1b90ed33e74a,CVE-2013-1684,60766,2013-04-24,2013-06-25,2013-06-25
419,865569,91518747ca86 07a0fdee02ec,CVE-2013-1683,,2013-04-24,2013-06-25,2013-06-25
420,865883,10c6814d775e ef2db5f5aa7d,CVE-2013-1683,,2013-04-25,2013-06-25,2013-06-25
421,865948,1c6f050126d7 cf9e342c1e7c 32fb800ed81d 75e01dbd4b22,CVE-2013-1669,59870,2013-04-25,2013-05-14,2013-05-14
422,866544,dbb499490f45 d3c964efa908 100e717b8bbd,CVE-2013-0801,59855,2013-04-28,2013-05-14,2013-05-14
423,866823,9b8cf7425dfe 338af3238e84 35ff2341e914 08ddc20e3a71 f0ab73e4906a 6f4773156c56 d625da8c0ee7,CVE-2013-1678,59864,2013-04-29,2013-05-14,2013-05-14
424,866825,2cf77e8ab713 17231a0a0cac e2100251b520,CVE-2013-1675,59858,2013-04-29,2013-05-14,2013-05-14
425,866915,8df06e62ea12 43d38dbcbbed 13b3cc44aaea,CVE-2013-1692,60783,2013-04-29,2013-06-25,2013-06-25
426,867056,2e6fb8778820 9107b23403c5 e395208b63be,CVE-2013-1700,,2013-04-30,2013-06-25,2013-06-25
427,867482,7c9e2aa0dd8a 029defe81302,CVE-2013-1682,,2013-04-30,2013-06-25,2013-06-25
428,867597,97feecba44a4 8634172315d5 80b8cfdcde61,CVE-2014-1478,,2013-05-01,2014-02-06,2014-02-04
429,868327,2e27eaf8ebc2,CVE-2013-5593,63429,2013-05-03,2013-10-29,2013-10-29
430,870200,8de86a614249 f505ea8cb1c2,CVE-2013-1702,61875,2013-05-08,2013-08-06,2013-08-06
431,871099,6444d16bfb57 12e6914af648 6b4643b6b64b,CVE-2013-1685,60773,2013-05-10,2013-06-25,2013-06-25
432,871161,2ba9f3b24b8a cf4f55f7ed5e,CVE-2013-5612,64205,2013-05-11,2013-12-10,2013-12-10
433,871462,92ba04c3ee67,CVE-2013-1719,62462,2013-05-13,2013-09-17,2013-09-17
434,873073,5cd49ff35fb9 44b9a417273d,CVE-2013-1719,62462,2013-05-16,2013-09-17,2013-09-17
435,876155,46baaf97ad43 ae535a7a3489 43aa57061359 04171b585dd0,CVE-2013-1686,60774,2013-05-25,2013-06-25,2013-06-25
436,876458,6a891dc6fee1 8ee3ad5ab3e1 4b37c7c640d7,CVE-2013-1683,,2013-05-27,2013-06-25,2013-06-25
